SizeRank,RegionID,RegionName,RegionType,StateName,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11
20,12455,Louisville,City,KY,0.932385901,0.915590117,0.938086304,0.943589744,0.949008499,0.934872718,0.93220339,0.924775707,0.934813005,0.921052632,0.926578273,0.915288035,0.928184795,0.909049568,0.916720465,0.930254192,0.928971963,0.931754707,0.92879257,0.926580242,0.913943035,0.904615385,0.908078011,0.914668065,0.913705584,0.912304734,0.911530398,0.939414122,0.939410784,0.94,0.946842768,0.934608815,0.94368932,0.945121951,0.932394366,0.937215651,0.931677019,0.926612305,0.933955971,0.950263962,0.948718559,0.958077036,0.959876543,0.948525159,0.944754219,0.943373494,0.935069557,0.941662368,0.930930931,0.923874027,0.930434783,0.951870018,0.952170062,0.962286879,0.953861538,0.951908158,0.953308682,0.945786212,0.945227273,0.932226356,0.93,0.9423153,0.954493027,0.953969313,0.968,0.971428571,0.96772111,0.95890411,0.959718843,0.958811412,0.949699101,0.9542133,0.956442688,0.942084942,0.962383883,0.96969697,0.98,0.97832129,0.976863753,0.976498742,0.972743813,0.969510306,0.971428571,0.962994113,0.963467754,0.959866221,0.969460532,0.985048786,0.986593763,0.984693993,0.979289179,0.976,0.974054995,0.968108299,0.969938285,0.964998314,0.961723444,0.966325037,0.977777778,0.983333333,0.984073585,0.988117573,0.982142857,0.97979798,0.979487179,0.970834405,0.9697503,0.963136158,0.957805907,0.963505476,0.972280702,0.976857143,0.980989116,0.988372093,0.981524249,0.975990392,0.974522293,0.967346939,0.971428571
21,13121,Orlando,City,FL,0.939555556,0.948474591,0.942729256,0.95,0.939369562,0.932804244,0.950871639,0.956921474,0.928242265,0.927536232,0.917808219,0.93124456,0.942387614,0.929264049,0.928571429,0.933506724,0.920552368,0.948366702,0.944444444,0.9515472,0.957354221,0.947368421,0.949956822,0.950285714,0.949517755,0.940143149,0.948979592,0.951737452,0.955555556,0.962962963,0.972702025,0.962452669,0.959096132,0.957103527,0.967741935,0.966001696,0.972363432,0.960893855,0.967311541,0.977777778,0.972644377,0.971512053,0.974598473,0.96969697,0.964669579,0.966666667,0.963141356,0.952582458,0.949885959,0.947528032,0.954859275,0.953488372,0.954979536,0.961908426,0.954335557,0.95011878,0.950301542,0.944444444,0.939898702,0.936568753,0.942063118,0.940532081,0.957963559,0.960768615,0.959591395,0.961874781,0.965116279,0.960109739,0.960339815,0.95620438,0.953783615,0.95523881,0.956022945,0.950977813,0.961538462,0.965154897,0.97411146,0.96950929,0.969479354,0.967710906,0.965675755,0.964057804,0.96,0.957327488,0.960365854,0.960426856,0.967213115,0.964705882,0.971428571,0.972940887,0.972762646,0.966410404,0.964556735,0.961923848,0.962772786,0.962133472,0.961632692,0.967028337,0.971825397,0.97073729,0.976179552,0.973248938,0.974886565,0.972972973,0.967029304,0.967392218,0.963547884,0.958060793,0.957671958,0.956719818,0.968563828,0.964659107,0.968901415,0.969355847,0.969223763,0.968309859,0.968456004,0.966967504,0.966813176
22,17933,El Paso,City,TX,0.932600733,0.9194159,0.931443071,0.938648935,0.948316738,0.946357945,0.935879195,0.934073911,0.950157396,0.943841435,0.949748744,0.948857398,0.925613396,0.941704091,0.951345474,0.947295826,0.954659662,0.952380952,0.95932672,0.959967974,0.947136564,0.9510895,0.953479497,0.936351447,0.942857143,0.943396226,0.946827276,0.93511069,0.95680705,0.947588337,0.953571429,0.950526316,0.951837692,0.952342327,0.957984171,0.96400626,0.952451816,0.929899857,0.939420544,0.954354354,0.945717006,0.956331045,0.954023956,0.954545455,0.951612903,0.955522609,0.952775137,0.953713588,0.946457545,0.94488189,0.950809647,0.945626478,0.956441136,0.955998907,0.958847737,0.951724138,0.955209063,0.950672646,0.949166667,0.94795539,0.949421739,0.954035801,0.960758841,0.961613028,0.957762557,0.966103435,0.958174838,0.959537899,0.950819672,0.952115813,0.947298199,0.951265915,0.949151785,0.943089431,0.958357999,0.959387875,0.969938285,0.970570924,0.964912281,0.966743049,0.963807409,0.971741064,0.960204454,0.967741935,0.968222015,0.955307263,0.965250965,0.967010982,0.966597718,0.967272295,0.974930362,0.967873119,0.966183575,0.960027861,0.965876397,0.959346037,0.970344318,0.963704631,0.975152639,0.973589897,0.982083139,0.982135711,0.982122905,0.979508395,0.975459888,0.979131886,0.973799127,0.96969697,0.969325153,0.983606557,0.981081081,0.978049458,0.979899497,0.987036592,0.986486486,0.982903463,0.989389249,0.98177309,0.989964753
23,17762,Detroit,City,MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.973432681,0.907692308,0.888252149,0.924024641,0.893655049,0.898318655,0.930066208,0.941780822,0.932926174,0.911161731,0.939159664,0.914285714,0.923788076,0.919732441,0.908333333,0.918918919,0.862852665,0.894545455,0.900044944,0.9,0.91912943,0.938755859,0.915523633,0.9,0.930157454,0.925,0.943316122,0.926315789,0.938251852,0.943126608,0.926666667,0.916666667,0.905323741,0.901197934,0.937890788,0.929074447,0.928609076,0.942857143,0.916631915,0.904522613,0.916666667,0.901311267,0.890873016,0.88801803,0.903614458,0.899777283,0.933333333,0.937767094,0.933444471,0.906976744,0.925,0.917592495,0.885792004
24,11093,Denver,City,CO,0.931232092,0.929411765,0.941340782,0.95,0.943964994,0.946104966,0.935856318,0.926803609,0.925462731,0.919938414,0.914285714,0.924050633,0.912698413,0.921597117,0.919521729,0.926872501,0.936568753,0.939953775,0.947176685,0.941176471,0.93458,0.94047619,0.931754875,0.935018051,0.941847826,0.946766702,0.957208253,0.961346916,0.96946922,0.972021505,0.974656767,0.972,0.968421053,0.970873786,0.968684615,0.964,0.962682962,0.969479354,0.980570484,0.983050847,0.994710538,0.996,0.992592593,0.984555985,0.980510544,0.974025974,0.971159506,0.9656682,0.964985411,0.971901309,0.97955947,0.989389846,0.995915233,1,1,0.987501234,0.986332503,0.980980981,0.979674797,0.978947368,0.983416928,0.994584579,1,1,1.000371747,1.008528823,1,1,0.998803134,0.988826467,0.984096062,0.97846756,0.972205993,0.984623359,1,1,1,1,1,0.994871795,0.99037037,0.988888889,0.98,0.97826087,0.983462867,0.99136646,1,1,1,1,1,0.991864194,0.984,0.987654321,0.982142857,0.976470588,0.986126704,1,1,1,1,1,1,0.986947507,0.986666667,0.977777778,0.973333333,0.969779992,0.971223022,0.97826087,0.987478845,0.993464052,0.989637027,0.991304348,0.984,0.981818182,0.976192026,0.976315789,0.976213719
25,16037,Seattle,City,WA,0.911854103,0.906998534,0.940134305,0.945427406,0.949427183,0.949868074,0.947879619,0.94463133,0.936058913,0.935088129,0.918196995,0.911691654,0.90087986,0.905714286,0.929678188,0.936507796,0.952380952,0.95132128,0.949494949,0.949152542,0.944152047,0.938768985,0.942608696,0.932991294,0.923076923,0.91886608,0.954773869,0.967542471,0.980985307,0.979498861,0.981182796,0.979938272,0.98265896,0.98009801,0.974056568,0.968303733,0.972119406,0.982824427,0.986739552,1,1,1,1,1,0.9926524,0.991111111,0.982201322,0.978666667,0.974965181,0.996395875,1,1,1,1,1,0.994339623,0.992550978,1,0.985714286,0.982904734,0.987275294,1,1.000769823,1.014869888,1.013229572,1.011223469,1.011235955,1.000166694,1,1,1,1,1,1.015607875,1.034482759,1.033505584,1.042975124,1.02172134,1.013353141,1.000120654,1,1,1,1,1,1.013982215,1.039110396,1.069141526,1.076457143,1.065318976,1.024592593,1.025355518,1.009693053,1.014938061,1,1,1,1.062195122,1.050175029,1.046817826,1.035395627,1.01055409,1,1,0.989462592,0.981205972,0.960654445,0.949987549,0.945945946,0.967741935,0.989924369,1,1,0.995744681,0.987460692,0.976613096,0.971497964,0.984757298,0.974219013
26,32811,Memphis,City,TN,0.88,0.900901804,0.903962876,0.91818973,0.909918107,0.941048326,0.929456625,0.914851097,0.925925926,0.914285714,0.874686717,0.869565217,0.889382991,0.925925926,0.933464409,0.920187354,0.911127707,0.912411498,0.913140312,0.908,0.916952104,0.9,0.9,0.91,0.88,0.876415094,0.906744712,0.921076102,0.92912084,0.925,0.928849973,0.92215629,0.914721503,0.915810995,0.913690109,0.916666667,0.924099569,0.911637931,0.919600663,0.9285459,0.936556518,0.947103751,0.936170213,0.938917738,0.939346627,0.926296296,0.928571429,0.913043478,0.909753008,0.900041514,0.916720465,0.929361179,0.93411176,0.939499657,0.936819172,0.928903298,0.928830763,0.935135135,0.910852713,0.919361721,0.923619896,0.909262436,0.922330097,0.925533981,0.949543879,0.941798942,0.937094426,0.946666667,0.93452381,0.94224924,0.931712945,0.927152318,0.928506908,0.923128567,0.934279108,0.943396226,0.947312961,0.951956891,0.963458532,0.962731481,0.953817516,0.948550585,0.953651217,0.944794498,0.929835766,0.933936592,0.957458997,0.948934517,0.96,0.966442953,0.972972973,0.959527058,0.955061224,0.962762487,0.952683392,0.96,0.952027027,0.948834909,0.965250965,0.968571429,0.978073489,0.984993745,0.986418871,0.974902367,0.970529586,0.966901408,0.961721612,0.9610971,0.954195804,0.958405421,0.964285714,0.98173516,0.978571429,0.981220243,0.98309762,0.975086505,0.972222222,0.964285714,0.96
27,44269,Boston,City,MA,0.926847066,0.920127042,0.945494994,0.944903885,0.947442455,0.952352574,0.945205479,0.941635775,0.933786078,0.929235168,0.952380952,0.93779306,0.927553804,0.941176471,0.92654424,0.949757317,0.964272955,0.953675749,0.951585977,0.944444444,0.938006835,0.934210526,0.94017094,0.933087784,0.936244482,0.930795848,0.942630213,0.966037736,0.969674078,0.967849606,0.971370143,0.969899666,0.970157653,0.96875,0.971983991,0.964809964,0.966666667,0.971983991,0.984126984,0.991101213,0.996453331,1,1,1,0.990337115,0.990913217,0.991808014,0.983794125,0.971830986,0.97799511,0.996047674,1,1,1.000232612,1,1,0.986240703,0.993740219,0.980268169,0.980601196,0.972687724,0.974621356,0.992714026,1.007339115,1.007075383,1.014696065,1.002608146,1,1,1,0.996239335,0.989035413,0.976047045,0.978200178,1,1.005945183,1.001335113,1.017324296,1.0023553,1,1,1,0.99789916,0.991091314,0.974579474,0.9936407,1,1.000119076,1.013984877,1.025437202,1.004392685,1,1,1,1,0.985074627,0.973434152,0.981990747,1,1.010869047,1.014529058,1.012045372,1.009207589,0.990981964,0.986206897,0.993216001,0.987623453,0.978936896,0.972791089,0.972314918,0.982633828,0.994887771,0.991649269,1,1,0.984496124,0.980769231,0.980196039,0.976476528
28,41568,Washington,City,DC,0.95134591,0.929667372,0.938166311,0.962825279,0.967302452,0.964010283,0.966806316,0.966545875,0.957446809,0.969990906,0.960862412,0.952494345,0.93852459,0.948877093,0.949633281,0.955094866,0.960502693,0.961602671,0.962192145,0.955869373,0.95991984,0.953333333,0.960232998,0.952441667,0.941823637,0.947368421,0.963602941,0.970442139,0.976863753,0.978298663,0.981168909,0.982137294,0.974936707,0.978907837,0.979751746,0.973913043,0.97629417,0.971943888,0.982222222,1,1,1,1,1,0.995229989,0.991239049,0.988986417,0.978853682,0.973737087,0.975609756,0.984974958,0.995472698,1,1,0.99999875,0.993625246,0.987012987,1,0.991631799,0.978377747,0.972624509,0.979130435,0.993874234,1,1,1,1,0.999889737,0.997691716,1,0.990039391,0.988475318,0.981605351,0.983318701,1,0.997058824,1,1,1,1,0.985844287,0.998761905,0.99479844,0.985915493,0.977866313,0.988385163,1,1,1,1,1,0.986136936,0.985976714,1,0.99648457,0.981333333,0.979585932,0.984875404,0.992858561,1,1,1,1,0.995820794,0.983844911,1,0.987217138,0.976279758,0.973609591,0.981818182,0.986577181,1,1,1,1,1,0.985447687,0.994444444,0.98660324
29,13373,Portland,City,OR,0.906562848,0.914893617,0.927706695,0.928870293,0.938618524,0.937739872,0.93535677,0.927976062,0.908210678,0.90054917,0.910958904,0.910798122,0.896278212,0.9006004,0.902415223,0.917972802,0.923136428,0.929953302,0.941358025,0.936448768,0.925650558,0.928869995,0.932784636,0.924384384,0.934111994,0.930132876,0.94883961,0.963704631,0.972492359,0.977717144,0.977976996,0.973625422,0.972402297,0.969199179,0.966542751,0.957792423,0.965714286,0.966587112,0.978797173,0.989771935,0.995627113,1,0.995555556,0.988602,0.985147014,0.979141826,0.969713809,0.972093023,0.96797041,0.971095153,0.99851797,1,1,1,0.999899598,0.986545047,0.980828008,0.979913545,0.973504274,0.971014493,0.974482759,0.980099502,1,1,1.000292196,1.000555864,1.006134286,1.000257692,1,1,1,1,1,1.000042555,1.006289308,1.017170228,1.023255814,1.013344454,1.007846154,1,1,0.997138946,0.990145631,0.983695171,0.97972973,0.993588212,1,1.000277539,1.007717165,1,1,1,0.985217391,0.978536585,0.979955457,0.969435654,0.974319267,0.979539508,0.999889718,1,1,1,0.988857939,0.980392157,0.974025974,0.97158676,0.963928463,0.955972947,0.955985386,0.967010309,0.976744186,0.990115514,1,0.994166312,0.986419753,0.9816457,0.975186426,0.973902271,0.971706202
30,6118,Nashville,City,TN,0.916366547,0.918099771,0.916923077,0.928571429,0.93385214,0.9375,0.92,0.91704877,0.908392482,0.899983328,0.889667668,0.892410342,0.899856938,0.894320798,0.896225924,0.907971684,0.92177077,0.925757966,0.913242009,0.919935949,0.916288536,0.903612684,0.912929748,0.913439636,0.912730184,0.909090909,0.917222222,0.934677419,0.947204424,0.950909001,0.943712879,0.950399606,0.936678165,0.949881639,0.942193529,0.945689367,0.938997532,0.935613421,0.960062276,0.958378378,0.971223022,0.971615721,0.973451327,0.971643036,0.962616822,0.965987886,0.965850293,0.964187328,0.960704521,0.95684803,0.968600319,0.972762646,0.97944,0.976781425,0.975243811,0.975314213,0.9694408,0.968934971,0.967811785,0.965180409,0.966545041,0.972349781,0.97718385,0.983454485,0.989245119,1,1,0.994297822,0.989399293,0.987422278,0.981495374,0.9788511,0.977610693,0.988706645,0.986595735,1,1,1,1,1,0.996408765,0.98963059,0.9875,0.984927353,0.984545455,0.984314138,0.987876788,0.998193252,0.993150685,0.996105759,0.996890781,0.988189342,0.982931136,0.980359466,0.979310345,0.973799127,0.978520286,0.982138624,0.982989115,0.985971944,0.989228402,0.989373397,0.985379423,0.981618807,0.974993748,0.971722365,0.964982342,0.963576159,0.962719932,0.966981132,0.973370064,0.978108225,0.980519481,0.983577472,0.984507042,0.980852351,0.975159449,0.98,0.977610693
31,20288,Sacramento,City,CA,1,1,1,0.978647687,0.990566038,0.991304348,0.951168378,0.956077585,0.96048024,0.945716709,0.934579439,0.92884069,0.934506652,0.916704863,0.926612305,0.95,0.939698492,0.945512821,0.944444444,0.958734569,0.972116603,0.955555556,0.964219058,0.946457545,0.966666667,0.970347992,0.972010718,0.980487529,0.987324883,0.993017299,1,1.00074129,1,1.000420787,1.000003571,1,1,1.01251462,1.008668243,1.012375396,1.015004413,1.004419446,1.007843137,1.005899756,1,1,0.989616162,0.985185185,0.9875,0.988450577,0.997032967,1,0.987803808,0.994012924,0.991253644,0.986622074,0.985164616,0.986123063,0.978413219,0.974195247,0.972065154,0.983240546,0.992024813,1,1,1,1,1,1,0.984866953,1,0.985714286,0.986197239,1,1,1.000225025,1.002506266,1.000513422,1.000196192,1.000166694,1,0.991046088,0.991897363,0.988450553,1,1,1.000119062,1.002729234,1.006677328,1.012423249,1.007751938,1.000312598,1,1,0.994593154,0.990723562,0.987156501,1,1,1,1.000256806,1.000285796,1,1,0.995048862,0.983333333,0.977332016,0.97799511,0.978199287,0.981891055,0.990332524,1,1,1,1,1,1,0.997271901,1
32,3523,Baltimore,City,MD,0.889552239,0.843719532,0.873030308,0.896513522,0.902777778,0.916452722,0.913717578,0.914285714,0.898900592,0.90996285,0.870343468,0.882943539,0.886030725,0.836120401,0.886363636,0.879371294,0.897471758,0.901929825,0.882352941,0.896628381,0.891586243,0.882085561,0.878132873,0.877089723,0.883743831,0.886033093,0.890273951,0.888893827,0.93625498,0.938275692,0.924528302,0.93019943,0.943043478,0.938673342,0.937243151,0.923809524,0.928571429,0.928301887,0.935897436,0.947266983,0.9543379,0.94880746,0.954760477,0.954057058,0.949259815,0.934328358,0.945841483,0.924774936,0.925833333,0.904906479,0.916955017,0.925925926,0.948238365,0.956163578,0.945173933,0.949832776,0.925925926,0.929640131,0.93015093,0.930495169,0.910020719,0.932885906,0.925462731,0.945494994,0.955533093,0.964684323,0.953203328,0.949847829,0.9375,0.923017706,0.929905011,0.931355932,0.933374817,0.914285714,0.922176141,0.945945946,0.951999351,0.963704631,0.961165049,0.964561303,0.955980436,0.951672862,0.944824962,0.943126685,0.935809501,0.941217166,0.938461538,0.936006462,0.961986036,0.968829433,0.963508955,0.95862069,0.953901136,0.952718553,0.955932203,0.954287785,0.944828262,0.944969427,0.949468085,0.961591347,0.961360172,0.964467005,0.973243848,0.9592,0.956489122,0.954663424,0.949790795,0.95158664,0.945247497,0.928829916,0.952036635,0.951254022,0.969529086,0.966774098,0.964974982,0.959183673,0.953927793,0.954554928,0.948238365
33,5976,Milwaukee,City,WI,0.884615385,0.862745098,0.878265703,0.915776477,0.901807229,0.918187169,0.912408759,0.900210919,0.885291402,0.867572075,0.873946378,0.887096774,0.860154653,0.862528861,0.852477091,0.86658581,0.859309793,0.876190476,0.904535889,0.892193309,0.896348645,0.877985797,0.871280277,0.864029104,0.857142857,0.863842438,0.872844828,0.873786408,0.882240523,0.902964417,0.89833837,0.923217294,0.909918107,0.898275862,0.882352941,0.889877642,0.9275,0.896628381,0.911144525,0.909076957,0.9375,0.941686501,0.939236754,0.913513514,0.924690946,0.925224936,0.913093168,0.900473934,0.9125,0.905147794,0.913070669,0.916666667,0.930859158,0.957365635,0.942918125,0.952506266,0.924215841,0.917431193,0.898340388,0.919979995,0.904347826,0.916164659,0.905909161,0.940627085,0.933955971,0.945144552,0.944444444,0.952316934,0.933391415,0.928545909,0.926362653,0.907672061,0.913884007,0.901803607,0.926456523,0.939474857,0.954111175,0.958211087,0.959011765,0.961401002,0.959561343,0.944377701,0.952857143,0.92194741,0.925396603,0.922451532,0.941555628,0.960384307,0.972354623,0.981109627,0.980821918,0.965050949,0.966429298,0.962834214,0.937822165,0.931245415,0.918047564,0.924994137,0.955102041,0.961325709,0.979462875,0.98880597,0.987324883,0.985583995,0.963889681,0.964285714,0.960125486,0.96527369,0.952304098,0.951153846,0.963191451,0.980410199,0.99463423,1,1,1,0.985440137,0.986277873,0.960671046
34,18203,Fresno,City,CA,0.962278676,0.975402884,0.94173043,0.953422945,0.937062937,0.950506789,0.935785737,0.930769231,0.899854862,0.933333333,0.925925926,0.892886504,0.897959184,0.909907179,0.90815803,0.923718713,0.934182089,0.926466957,0.926829268,0.92733564,0.944206009,0.936225717,0.948685882,0.945346793,0.925925926,0.946791862,0.956834532,0.96441331,0.970260223,0.979189189,0.976671403,0.981818182,0.997912317,1,0.994080151,0.979910173,0.988495313,0.989120032,0.973451327,1,0.985927627,0.997140815,1,0.995733701,0.991780591,0.980083187,0.973499189,0.97,0.973940578,0.956692181,0.963157895,0.973205128,0.971627844,0.971760797,0.972122945,0.972413793,0.969962453,0.961201468,0.963342968,0.962962963,0.951351351,0.963192639,0.967741935,0.972054886,0.980776775,0.974196946,0.974947178,0.977966102,0.980754476,0.968421053,0.967782755,0.966029571,0.967800375,0.967839115,0.972783768,0.977099237,0.981146595,0.986440678,0.97826087,0.989988877,0.980020156,0.97683885,0.979442282,0.978494624,0.975903614,0.979949875,0.983302412,1,1,0.992373573,0.996502548,0.992975133,0.990161966,0.984018265,0.982881202,0.986343238,0.980399846,0.988006369,0.995656503,1,1,1,1,0.991489362,0.985074627,0.977596741,0.973697022,0.96875,0.971022676,0.966939891,0.974025974,0.980769231,0.990802511,0.988651664,0.992424894,0.987386291,0.989159892,0.988394541,0.988
